OBJECTID,FEATURETYPE,DESCRIPTON,CLASS,FACILITY_NAME,FACILITY_OPERATIONALSTATUS,FACILITY_ADDRESS,ABS_SUBURB,FACILITY_STATE,ABS_POSTCODE,FACILITY_ATTRIBUTE_SOURCE,FACILITY_ATTRIBUTE_DATE,FACILITY_SOURCE,FACILITY_DATE,FACILITY_SPATIAL_CONFIDENCE,FACILITY_REVISED,COMMENT,FACILITY_LAT,FACILITY_LONG,VALIDATED,GNAF_BUILDING_NAME,GNAF_ADDRESS_DETAIL_PID,GNAF_FORMATTED_ADDRESS,GNAF_CONFIDENCE,GNAF_POSTCODE,GNAF_SUBURB,DISTANCE_TO_GNAF,GNAF_LAT,GNAF_LONG
4373,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WAMBOIN - PALERANG,OPERATIONAL,,WAMBOIN,NEW SOUTH WALES,2620,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-35.258408001,149.306971,,,GANSW706192242,112 BINGLEY WAY,1,2620,WAMBOIN,45,-35.2586755,149.30659578
4374,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WAMPRALEA,OPERATIONAL,,WANAARING,NEW SOUTH WALES,2840,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-29.702813645,144.15004679,,,GANSW719889927,97 VICARY STREET,1,2840,WANAARING,29,-29.70263324,144.1502699
4375,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WANAARING POLICE STATION,OPERATIONAL,VICARY STREET,WANAARING,NEW SOUTH WALES,2840,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-29.704597,144.149312,,,GANSW719868081,86 VICARY STREET,0,2840,WANAARING,88,-29.70513192,144.14998254
4376,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WANGANELLA,OPERATIONAL,,WANGANELLA,NEW SOUTH WALES,2710,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-35.212271317,144.81729294,,,GANSW717216939,20 LANG STREET,1,2710,WANGANELLA,44,-35.21266113,144.81721643
4377,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WAPENGO,OPERATIONAL,,WAPENGO,NEW SOUTH WALES,2550,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-36.599444106,149.98461374,,,GANSW719024549,2 BARRABOOKA NORTH ROAD,1,2550,WAPENGO,1,-36.59943143,149.9846123
4378,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARATAH POLICE STATION,OPERATIONAL,30 HARRIET STREET,WARATAH,NEW SOUTH WALES,2298,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-32.905939,151.723946,,,GANSW715454850,30 HARRIET STREET,2,2298,WARATAH,52,-32.90597464,151.72450123
4379,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARDELL POLICE STATION,OPERATIONAL,CEDAR STREET & BATH STREET,WARDELL,NEW SOUTH WALES,2477,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-28.952719,153.463216,,,GANSW715431144,1 CEDAR STREET,2,2477,WARDELL,22,-28.95255568,153.46309204
4380,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARDS RIVER,OPERATIONAL,,WARDS RIVER,NEW SOUTH WALES,2422,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.22230097,151.93616532,,,GANSW718038803,30-33 THE BUCKETTS WAY ,0,2422,WARDS RIVER,32,-32.22241993,151.93585451
4381,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WARIALDA,OPERATIONAL,19 GEDDES STREET,WARIALDA,NEW SOUTH WALES,2402,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-29.542823,150.572115,,,GANSW706223671,19 GEDDES STREET,1,2402,WARIALDA,8,-29.5428909,150.57209073
4382,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WARIALDA,OPERATIONAL,146 LONG STREET,WARIALDA,NEW SOUTH WALES,2402,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-29.538292,150.579254,,WARIALDA MPS,GANSW706217098,146 LONG STREET,1,2402,WARIALDA,11,-29.53833038,150.5791533
4383,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,WARIALDA,OPERATIONAL,,WARIALDA,NEW SOUTH WALES,2402,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-29.54012735,150.57571826,,,GANSW712129080,54 HOPE STREET,2,2402,WARIALDA,31,-29.54038747,150.57560737
4384,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARIALDA POLICE STATION,OPERATIONAL,HOPE STREET & STEPHEN STREET,WARIALDA,NEW SOUTH WALES,2402,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-29.541264,150.575076,,,GANSW716886665,31 STEPHEN STREET,2,2402,WARIALDA,14,-29.54134897,150.57517935
4385,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARIALDA,OPERATIONAL,,WARIALDA,NEW SOUTH WALES,2402,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-29.540359595,150.57592301,,,GANSW720274949,2 HALL STREET,0,2402,WARIALDA,19,-29.54028747,150.57610143
4386,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARILLA POLICE STATION,OPERATIONAL,3-5 LAKE ENTRANCE ROAD,WARILLA,NEW SOUTH WALES,2528,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-34.553829,150.855963,,,GANSW718770031,25 LAKE ENTRANCE ROAD,2,2528,WARILLA,10,-34.55391431,150.8559371
4387,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARNERVALE,OPERATIONAL,,WARNERVALE,NEW SOUTH WALES,2259,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.248170918,151.45582333,,,GANSW719670926,54 WARNERVALE ROAD,0,2259,WARNERVALE,183,-33.24705126,151.45727189
4388,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WARRAGAMBA,OPERATIONAL,5 FOURTH STREET,WARRAGAMBA,NEW SOUTH WALES,2752,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-33.889955,150.605738,,,GANSW706210457,5 FOURTH STREET,1,2752,WARRAGAMBA,5,-33.88991439,150.60576364
4389,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARRAGAMBA POLICE STATION,OPERATIONAL,4 THIRD STREET,WARRAGAMBA,NEW SOUTH WALES,2752,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-33.889799,150.605875,,,GANSW712874017,4 THIRD STREET,2,2752,WARRAGAMBA,16,-33.88980634,150.60605031
4390,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WARRAGAMBA,OPERATIONAL,22 WEIR ROAD,WARRAGAMBA,NEW SOUTH WALES,2752,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-33.888178,150.606436,,,GANSW712879632,22 WEIR ROAD,1,2752,WARRAGAMBA,5,-33.88819526,150.60648518
4391,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,TUPPAL,OPERATIONAL,,WARRAGOON,NEW SOUTH WALES,2710,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-35.609302834,145.20259539,,,GANSW717227722,299 WARRAGOON ROAD,0,2710,WARRAGOON,3,-35.60932955,145.20261307
4392,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARRAH CREEK,OPERATIONAL,,WARRAH CREEK,NEW SOUTH WALES,2339,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.714202802,150.66145214,,,GANSW718853882,1390 SWINGING RIDGES ROAD,0,2339,WARRAH CREEK,1,-31.71421427,150.66145003
4393,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARRAL,OPERATIONAL,,WARRAL,NEW SOUTH WALES,2340,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.152874095,150.86971272,,,GANSW716745336,6 WARRAL ROAD,1,2340,WARRAL,22,-31.15295214,150.86949848
4394,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARRAWIDGEE,OPERATIONAL,,WARRAWIDGEE,NEW SOUTH WALES,2680,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-34.272131422,145.80302419,,,GANSW720427594,103 CASSERLY ROAD,1,2680,WARRAWIDGEE,3,-34.2721515,145.80299673
4395,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WARRAWONG,OPERATIONAL,25 FIRST AV S,WARRAWONG,NEW SOUTH WALES,2502,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-34.487456,150.884991,,,GANSW712411473,25 FIRST AVENUE,1,2502,WARRAWONG,3,-34.48743276,150.88500498
4396,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WARRAWONG,OPERATIONAL,48-50 KING STREET,WARRAWONG,NEW SOUTH WALES,2502,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-34.484134,150.887199,,,GANSW706238665,48-50 KING STREET,1,2502,WARRAWONG,10,-34.48414247,150.88709645
4397,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,WARREN,OPERATIONAL,,WARREN,NEW SOUTH WALES,2824,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-31.69886,147.83353,,,GANSW706207799,11 READFORD STREET,2,2824,WARREN,3,-31.6988302,147.83353077
4398,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WARREN POLICE STATION,OPERATIONAL,174 DUBBO STREET,WARREN,NEW SOUTH WALES,2824,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-31.701964,147.838274,,,GANSW713064184,174 DUBBO STREET,1,2824,WARREN,24,-31.70215093,147.83840806
4399,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WARREN,OPERATIONAL,63 DUBBO STREET,WARREN,NEW SOUTH WALES,2824,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-31.697994,147.833947,,,GANSW706201453,63 DUBBO STREET,2,2824,WARREN,8,-31.69803234,147.83388105
4400,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WARRIMOO,OPERATIONAL,,WARRIMOO,NEW SOUTH WALES,2774,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.721122772,150.59908404,,,GANSW718530489,314 GREAT WESTERN HIGHWAY,0,2774,WARRIMOO,3,-33.72113131,150.59911114
4401,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MONWONGA,OPERATIONAL,,WARROO,NEW SOUTH WALES,2871,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.32398787,147.59417512,,MEADOW BANK,GANSW717859270,94 WARROO BRIDGE ROAD,2,2871,WARROO,331,-33.32390302,147.59061769
4402,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WATERFALL,OPERATIONAL,,WATERFALL,NEW SOUTH WALES,2233,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-34.135392653,150.99535498,,,GANSW718926508,3 MCKELL AVENUE,0,2233,WATERFALL,10,-34.1354578,150.99528357
4403,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,DARLINGTON,OPERATIONAL,,WATTLE PONDS,NEW SOUTH WALES,2330,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.516898415,151.16530074,,,GANSW718049543,653 BRIDGMAN ROAD,0,2330,WATTLE PONDS,254,-32.51917694,151.16498462
4404,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WAUCHOPE,OPERATIONAL,,WAUCHOPE,NEW SOUTH WALES,2446,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.463211361,152.73401228,,,GANSW712173924,108 CAMERON STREET,1,2446,WAUCHOPE,15,-31.4633389,152.73395364
4405,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WAUCHOPE,OPERATIONAL,22 YOUNG STREET,WAUCHOPE,NEW SOUTH WALES,2446,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-31.455582,152.730846,,,GANSW706214859,22 YOUNG STREET,2,2446,WAUCHOPE,13,-31.45569376,152.73082652
4406,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,WAUCHOPE,OPERATIONAL,,WAUCHOPE,NEW SOUTH WALES,2446,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-31.46348,152.73416,,,GANSW712173924,108 CAMERON STREET,1,2446,WAUCHOPE,25,-31.4633389,152.73395364
4407,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WAUCHOPE POLICE STATION,OPERATIONAL,12 YOUNG STREET,WAUCHOPE,NEW SOUTH WALES,2446,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-31.455695,152.731965,,,GANSW712183675,12 YOUNG STREET,1,2446,WAUCHOPE,19,-31.45585162,152.73189781
4408,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WAUCHOPE,OPERATIONAL,96 HIGH STREET,WAUCHOPE,NEW SOUTH WALES,2446,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-31.458164,152.72735,,,GANSW706204826,96 HIGH STREET,1,2446,WAUCHOPE,13,-31.45824494,152.72725873
4409,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WAUKIVORY,OPERATIONAL,,WAUKIVORY,NEW SOUTH WALES,2422,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.105409759,152.0507485,,,GANSW717970299,1657 WAUKIVORY ROAD,0,2422,WAUKIVORY,2,-32.10542929,152.05073884
4410,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WAVERLEY POLICE STATION,OPERATIONAL,153 BRONTE ROAD,WAVERLEY,NEW SOUTH WALES,2024,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-33.897903,151.251848,,,GANSW718402443,149-153 BRONTE ROAD,0,2024,WAVERLEY,16,-33.89801848,151.25174413
4411,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WEDDERBURN,OPERATIONAL,394 WEDDERBURN ROAD,WEDDERBURN,NEW SOUTH WALES,2560,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-34.132068817,150.81437031,,,GANSW716903600,394 WEDDERBURN ROAD,1,2560,WEDDERBURN,1,-34.13206321,150.81437331
4412,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WEE WAA,OPERATIONAL,56 ROSE STREET,WEE WAA,NEW SOUTH WALES,2388,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-30.226577999,149.441235,,,GANSW718244177,56 ROSE STREET,1,2388,WEE WAA,8,-30.22664299,149.44127613
4413,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WEE WAA,OPERATIONAL,118 ROSE STREET,WEE WAA,NEW SOUTH WALES,2388,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-30.224583,149.445633,,AMBULANCE STATION,GANSW712128919,118 ROSE STREET,2,2388,WEE WAA,21,-30.22473675,149.44575495
4414,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WEE WAA POLICE STATION,OPERATIONAL,NELSON STREET,WEE WAA,NEW SOUTH WALES,2388,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-30.224574,149.446658,,,GANSW712112086,124 ROSE STREET,1,2388,WEE WAA,27,-30.2244146,149.44644846
4415,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WEETALIBA,OPERATIONAL,,WEETALIBA,NEW SOUTH WALES,2395,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.634036115,149.57404494,,,GANSW718650922,1748 WARRUMBUNGLES WAY,2,2395,WEETALIBA,101,-31.63369031,149.5750307
4416,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WELLINGROVE,OPERATIONAL,,WELLINGROVE,NEW SOUTH WALES,2370,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-29.640703893,151.56570246,,,GANSW718203881,927 POLHILL ROAD,2,2370,WELLINGROVE,2,-29.64070633,151.56568335
4417,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WELLINGTON,OPERATIONAL,76 WARNE STREET,WELLINGTON,NEW SOUTH WALES,2820,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-32.551513,148.945592,,,GANSW706239113,76 WARNE STREET,1,2820,WELLINGTON,5,-32.55147025,148.94559551
4418,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,MT ARTHUR,OPERATIONAL,,WELLINGTON,NEW SOUTH WALES,2820,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-32.5668,148.95,,,GANSW718423112,24 SAMUEL STREET,0,2820,WELLINGTON,113,-32.56577776,148.94999399
4419,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WELLINGTON POLICE STATION,OPERATIONAL,5-7 MAUGHAN STREET,WELLINGTON,NEW SOUTH WALES,2820,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-32.555996,148.944091,,,GANSW717777524,21 MAUGHAN STREET,1,2820,WELLINGTON,14,-32.55610109,148.9440033
4420,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WELLINGTON,OPERATIONAL,30 THORNTON STREET,WELLINGTON,NEW SOUTH WALES,2820,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-32.549026,148.951467,,,GANSW717880341,30 THORNTON STREET,1,2820,WELLINGTON,104,-32.54982653,148.95203942
4421,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",SES FACILITY,WELLINGTON,OPERATIONAL,,WELLINGTON,NEW SOUTH WALES,2820,HTTP://SES.NSW.GOV.AU,,HTTP://SES.NSW.GOV.AU,,,,,-32.550033333,148.94566667,,,GANSW717874044,71 GISBORNE STREET,1,2820,WELLINGTON,8,-32.55008924,148.9456129
4422,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WENDOREE PARK,OPERATIONAL,,WENDOREE PARK,NEW SOUTH WALES,2250,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.451344584,151.15924794,,,GANSW718007815,42 GLENWORTH VALLEY ROAD,0,2250,WENDOREE PARK,149,-33.45197043,151.15782882
4423,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WENTWORTH,OPERATIONAL,82 ADAMS STREET,WENTWORTH,NEW SOUTH WALES,2648,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-34.105302,141.916972,,,GANSW706239151,82 ADAMS STREET,1,2648,WENTWORTH,7,-34.105315,141.91690229
4424,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",AMBULANCE STATION,WENTWORTH,OPERATIONAL,24 UNNAMED WENTWORTH ROAD,WENTWORTH,NEW SOUTH WALES,2648,AMBULANCE SERVICE OF NSW,,AMBULANCE SERVICE OF NSW,,,,,-34.110075,141.92323,,WENTWORTH HEALTH SERVICE,GANSW718196767,24 HOSPITAL ROAD,2,2648,WENTWORTH,53,-34.10990681,141.92269679
4425,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WENTWORTH POLICE STATION,OPERATIONAL,74 DARLING STREET,WENTWORTH,NEW SOUTH WALES,2648,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-34.105866,141.918699,,,GANSW706257095,76 DARLING STREET,1,2648,WENTWORTH,18,-34.10586201,141.91850914
4426,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WENTWORTH FALLS,OPERATIONAL,3 CASCADE STREET,WENTWORTH FALLS,NEW SOUTH WALES,2782,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-33.710239,150.371922,,,GANSW706291094,3 CASCADE STREET,1,2782,WENTWORTH FALLS,8,-33.71023154,150.37183723
4427,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WENTWORTHVILLE,OPERATIONAL,6 GARFIELD STREET,WENTWORTHVILLE,NEW SOUTH WALES,2145,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-33.808359001,150.969969,,,GANSW711047166,6 GARFIELD STREET,1,2145,WENTWORTHVILLE,7,-33.808375,150.97004043
4428,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WENTWORTHVILLE POLICE STATION,OPERATIONAL,81 WENTWORTH AVENUE,WENTWORTHVILLE,NEW SOUTH WALES,2145,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-33.806495,150.972244,,,GANSW711072749,81 WENTWORTH AVENUE,0,2145,WENTWORTHVILLE,25,-33.80632786,150.9724173
4429,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,ORANGEVILLE / WEROMBI,OPERATIONAL,,WEROMBI,NEW SOUTH WALES,2570,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-33.994375952,150.57040524,,,GANSW718205874,965 SILVERDALE ROAD,0,2570,WEROMBI,1,-33.99437577,150.57042059
4430,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",RURAL/COUNTRY FIRE SERVICE FACILITY,WERRIS CREEK,OPERATIONAL,,WERRIS CREEK,NEW SOUTH WALES,2341,RURAL FIRE SERVICE,,RURAL FIRE SERVICE,,,,,-31.356365632,150.64587366,,,GANSW719571219,104 SINGLE STREET,0,2341,WERRIS CREEK,27,-31.35643277,150.64615071
4431,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WERRIS CREEK POLICE STATION,OPERATIONAL,72 HENRY STREET,WERRIS CREEK,NEW SOUTH WALES,2341,NSW POLICE FORCE,,NSW POLICE FORCE,,,,,-31.349963,150.648908,,POLICE STATION,GANSW706247087,72 HENRY STREET,2,2341,WERRIS CREEK,41,-31.35000603,150.64933561
4432,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,WERRIS CREEK,OPERATIONAL,11 CORONATION AVENUE,WERRIS CREEK,NEW SOUTH WALES,2341,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-31.351703,150.648968,,,GANSW706240719,11 CORONATION AVENUE,1,2341,WERRIS CREEK,9,-31.35178034,150.64895035
4433,EMERGENCY FACILITY,"An emergency management facility from which a particular agency¡¯s resources are commanded, coordinated and assigned to an incident or emergency",METRO FIRE FACILITY,BATHURST,OPERATIONAL,1 ALEXANDER STREET,WEST BATHURST,NEW SOUTH WALES,2795,FIRE & RESCUE NSW,,FIRE & RESCUE NSW,,,,,-33.411826,149.555895,,,GANSW717471906,1 ALEXANDER STREET,0,2795,WEST BATHURST,24,-33.412044,149.55588475
